userName,score,at,content
Wanzz D guns,1,2022-06-28 04:07:29,"Apk tolol, series nya banyak yg melecehkan agama Islam, bug banyak, sering error, film membosankan, mending langganan di Disney plus"
Arya Galuh,1,2022-06-28 03:51:05,Maaf kak mending Kaka ahus video the aberela atau apa lah itu jangan sampe apk anda hilang atau tujuan retingnya lebih baik anda hapus video itu saya tidak terima #BOIKOTNETFLIX
Fadli Ganteng,1,2022-06-28 01:38:37,Apk nya sih bagus tapi lebih bagus nonton di YouTube aja dari pada di sini huek Gw gak suka sih apk nya kalo aku masuk lansung keluar aku kira sinyal ternyata dari apk nya haduh sama pas aku nonton jelek banget gk hd gitu kalo aku tonton jadi Aku kurang suka sama apk nya tapi bagus jadi aku beri bintang 1 ya maaf karena Ya gimana ya
Rohadatul Aisy,1,2022-06-28 00:46:09,"Saya sebagai muslim tidak terima jika lafadz Allah diletakkan dilantai seperti di film umbrella academy 3, tolonglah saling toleransi umat beragama, sebagai pihak Netflix tolong jugak di lihat kembali kalau ada sekitara nya yang menjadi pemicu pelecehan agama gausah di tayangkan, kami sebagai muslim tidak terima hal yang seperti ini #boikot the umbrella academy 3"
Muhammad syarif hidayatullah,1,2022-06-28 00:33:13,"Aplikasi sampah ga guna,film burik,jangan di download,aplikasi penista agama najissss!!"
Rizal Pratama,1,2022-06-27 23:35:49,"Plis tolong netflix hapus film umbrellaacademy3 karena di dalam tersebut terdapat hal"" yang menyangkut suatu agama islam...itu sudah keterlaluan netflix. Kalian boleh menampilkan film apapun tapi jangan pernah sekali kali menampilkan film yang terdapat pelecehan agama islam."
R Whyu,1,2022-06-27 23:10:28,"Assalamualaikum min tolong hapus film HOLYWINGS3 Karna di film itu tertulis lafaz Allah SWT, tolong film nya segera di hps! #BOIKOTNETFLIX #TUTUPHOLYWINGS"
hartop hartono,2,2022-06-27 15:28:08,Harusnya ada Single Rental ga berlangganan trus bayarnya bisa pake pulsa lihat daftarnya dulu baru beli.
CHERLY SEA,5,2022-06-27 08:49:29,"Film nya bagus "" keren "" cuma sayang harus berbayar."
Bahar Rudin,1,2022-06-27 05:16:30,Aplikasi Jelek!!! Masa film nya Ada lafadz Allah dan agama lain ada lambang lambang nya disitu seperti salib #stoppenayanganumbrellaS3
Agung Ts,1,2022-06-27 05:12:41,"Sangat penuh hormat, Saya mohon untuk tidak menanyangkan film The Umbrella Academy 3, dikarenakan ada lafaz ALLAH SWT yang dimana lafaz tersebut berada di lantai"
R&R hutagaol,1,2022-06-26 13:26:22,"Saya bingung mau kasih rating gimana. Padahal pengen bangat pakai aplikasi ini dan berlangganan. Tapi pakai email gimana pun saya tetap gak berhasil. Selalu ada kata "" maaf saat ini kami tidak dapat menyelesaikan tindakan ini. Coba lagi nanti"". Saya bingung gimana caranya supaya bisa. Dan saya dah kasih izin aplikasi siapa tau krn itu. Tp nyatanya tetap aja. Saya coba untuk cari tau tp tetap aja gak ada hasil. Dan saya coba di ikon help tp jawabnya sorry."
Ilham Wahyudi,4,2022-06-26 05:12:54,"Film nya seru2 & lumayan lengkap,cma harus pke kuata untuk nontonya padahal sudah di paketin.."
Paan Si (Den),2,2022-06-24 23:17:02,Di suruh login giliran udah login email ga bisa anj!
FahmsGaming,1,2022-06-24 22:15:52,"Padahal baru banget install eh malah ada bacaan ""maaf, Kami tidak dapat menjangkau layanan Netflix(-62)"" maksudnya apa ya?"
Homyu Hom,1,2022-06-24 19:11:10,Sebelumnya saya merasa suka..tapi kenapa setelah saya instal dan saya mau masuk ko' keluar bacaan selalu hampir selesai.. padahal sudah saya masukin akunnya...
Mery Kartika,1,2022-06-24 09:18:09,"Banyak hacker. Bisa ada device lain yang masuk. Bahkan terang2an membuat akun penonton. Dan dgn berani mengganti bahasa menjadi bahasa arab atau hindi. Sangat berbahaya. Saya langsung hentikan langganan. Dan mengganti password. Langganannya tidak memalui playstore jadi jika terjadi hacker kita akan kesulitan apalagi jika mereka mengganti dengan bahasa yang tidak bisa kita baca. Jika mereka mengganti password akun kita, mrk bs tetap menggunakan kartu kredit kita untuk memperpanjang langganan."
Devi Siswati,1,2022-06-24 05:15:26,"Tlg dong netflix saya sudah login,trs masukan no kartu debit krn mau berlangganan,tp pas udah proses semua kendalanya tertulis""maaf utk saat ini kami tidak dpt memproses pendaftaran anda,cobalah sebentar lagi"". Nah masalahnya saldoku dikartu sdh ditarik sm netflik ,gimana nih jdnya,saldo udah ditarik padahal belum dftar berlangganan.tlg dong gimana cara tutupnya agar saldoku gak dotarik dobulan berikutnya krn aku blm daftar jg tp saldo usah dotarik.makasih..."
Nikita Niki,1,2022-06-24 04:40:49,Apk nya jelek!!! Aku sudah masukin sandi gmail nya berkali²tapi tetap gk bisa!! Bisa diperbaiki gk!!! Bikin emosi aja!!
Sastika Permana,1,2022-06-23 10:49:41,Saya kan udah login kok di bilang belum selesai ini gimana sih cuma di suruh keluar/bantuan sedangkan saya GK ada Netflix com
Fadhila A,1,2022-06-23 05:22:13,"ko waktu aku buka apk nya ada tulisan ""maaf kami tidak dapat menjangkau layanan netflix"" itu knp ya tlg sy mau berlangganan jadi gabisa"
SOEGIHARTO ADJIE NEGORO,3,2022-06-23 00:05:00,"Tidak bisa masuk ke netflix, padahal sinyal baik"
AR Gapura,3,2022-06-22 12:43:24,Aplikasi ini secara fungsi dan konten sangat bagus.namun 1 fitur saja yg mungkin perlu di tambah yaitu fitur kualitas video yg bisa langsung kita ubah sesuai dgn keinginan secara lgsg pada interface videoplayer pd aplikasi maupun webnya. Hal itu berguna utk org2 yg nnton menggunkan kuota data agar bsa menyesuaikan dgn sisa paket yg ada 😁 Overall aplikasi ini sangat baik dlm kategori entertainment
Meriyana Dwi,1,2022-06-22 04:56:49,"Ini kenapa ya baru download udah bisa login lalu kok ada tulisan ""HAMPIR SELESAI!"" Utk pengguna baru, gimana ya itu?"
Aysaka,3,2022-06-22 00:49:19,"Tolong subtitle nya di besarin dikit lagi, walaupun saya tidak terganggu saat menonton series barat tetapi untuk Drakor dan anime saya agak terganggu sama subtitle nya karena kecil dan terkadang kalau ad scene yang agak cerah subtitle nya jadi menyatu sehingga tidak bisa terbaca dengan jelas"
Vinsensia Resti,3,2022-06-21 12:50:21,"Tiba2 kelogout sendiri di hp padahal yg di pc bisa aman dan kepake, setelah login lagi error"
Ramdha wati,5,2022-06-20 14:30:13,"Aku berlangganan 3 app yg mirip, tp aku paling suka fitur²nya Netflix. Kecepatan pemutarnya yang bisa disesuain selera, responnya lebih cepat juga, dan selalu lebih jernih dan resolusinya cepat menyesuaikan dengan kecepatan jaringan. Cepat update tiap episode juga."
Ahmad Kejora Sukma Khairi,3,2022-06-20 08:03:21,Suka film atau anime tiba2 ngilang terus muncul lg.. aneh
Ibrahim Salam,1,2022-06-18 09:57:55,"Tidak bagus aplikasinya ribettt,di uninstall lagi,para NETFLIX,yg sekarg susah masuknya,iklan 30-1menit."
SJR_2A_DIKI AWALUDIN,4,2022-06-18 09:33:26,"Gua akuin aplikasinya bagus banget.. tapi ya itu, rada-rada mahal. Kalo saran sih turunin dikit. Seenggaknya biar gak mubazir. Soalnya ya kita kagak tiap hari nonton netflix. Paling seminggu berapa kali."
Nuni riyani,1,2022-06-17 13:41:29,"Paket untk berlanganan ajh mahal bngt yah,🤦bnr''untuk kalangan orng kaya,nga sanggup kalo kalangan bawah mh."
Michael Sanger,1,2022-06-17 12:17:38,"Tidak tertarik sejak awal. Mau lihat"" aja dulu kagak bisa harus langsung bayar. Ya sudahlah"
Chusnul Khotimahhh2010,1,2022-06-17 10:24:25,"Masa bayar sihh padahal pengen nonton dulu,setidaknya nanti gitu bayarnya masa kalo aku nonton harus bayar mana mahal lagi lebih baik nonton di aplikasi lainya 😒"
Naufal Al Akbar,1,2022-06-17 04:27:08,Saya sudah berlangganan Netflix di my telkomsel malah saat saya login ke akun saya adanya disuruh kembali berbayar akhirnya jadi sia sia karena tidak bisa nonton seharusnya anda memberikan login akun nya gratis jgn harus di bayar dulu itu yang membuat aplikasi anda tidak bagus
Naflah Karissa,1,2022-06-16 12:36:12,Aku gak suka sama netflix soalnya itu harus tulis email sama no telpon itu netflix di hp ribet mendingan di tv ya kan
Engineering Trader,1,2022-06-16 11:22:05,"Ga bundling sama telkomsel, kirain sama kaya disneyplus Hotstar, jadi Netflix ini tetep aja harus bayar langganan....padahal saya sudah berharap banyak dari netflix ini....ok I should go back to Disney plus hotstar deh...sorry"
Eristiani Smc,5,2022-06-16 08:50:48,Terimakasih netflixku sudah bisa dipakai Kemarin sempat uninstall tapi hari ini masuk notifikasi pemakaiannya dan sukses sekarang aku memakainya
Allel ID,2,2022-06-15 14:45:07,"Tiap nonton film tiba2 keluar sendiri,harus muter lg ... gtu berkali2... piye to ????"
Adam Aji Nurrachman,3,2022-06-15 14:30:59,Saya update OS Samsung A21s setelah itu Netflix nya diputar layar hitam dan hanya ada suara.. mohon pencerahannya trims
Nur Aisyah,5,2022-06-15 13:41:09,"Suka film"" nya . Kalo bisa lebih lengkap lgi film action nya . Tapi kenapa akunku di bekukan , pdahal pmbayaran sdh gmpng ."
Abdul Soip,1,2022-06-14 16:13:17,Udh masuk emil tetep aja gk bisa masuk. Apk apaan kaya gini nyesel saya udh download
Putri Pamungkas,1,2022-06-13 17:32:52,Aplikasi saya gak bisa di buka selama 2 minggu itu kenapa ya? Padahal saya udah bayar. Tolong solusi nya. Makasih
Della Yenni,1,2022-06-13 14:44:33,"Awalnya lancar, baru beberapa hari malah ga bisa dibuka. Gajelas banget, kirain ada pembaruan ternyata ga ada tapi ga bisa login. -_-"
clara felicia,2,2022-06-12 17:23:57,"Udah bayar lewat Telkom tapi tetep ga bisa di aplikasi nya, udh coba refresh sama log out-in biar bisa, udh di cek juga di web nya, tetep ga bisa, coba cancel subscribe alhasil bayar 2 kali lol, trs gunanya apa kalian kerja sama bareng Telkom kalo Masi gjls kaya gini"
DATU BALALEMBANG,1,2022-06-12 05:48:58,Apaan ini Netflix sporti pemerasan saja ....katanya di suruh pilih yg bagus itu premium ehh ujung2nya gak bisa nonton di tv ...aplikasi mau uang saja tidak bisa bikin nyaman penonton..JANGAN DI-DOWNLOAD GUYZZZZ
Afif Arahman,1,2022-06-11 13:19:14,"Aplikasi mahal dan aneh, pihak developer hanya mencari untung tidak memikirkan pentingnya kesejahteraan penonton, tidak bisa melihat refrensi film, dan harus bayar dulu ketika ingin melihat, dan biaya langganannya pun sangat fantastis mahal, sangat tidak rekomen untuk download aplikasi ini"
Muh. Reski Ramadhan,3,2022-06-11 08:01:10,"Bang-_- w pertama kali pakai neflix w beli w kira bisa nonton tp tertulis ""terjadi kesalahan saat memuntar video"" terulang ulang ulang padahal nonton yt biar hd sekali lancar tuh Nyesal beli🙂"
Ginal Celisa90,3,2022-06-10 09:35:31,"Halo netflix... tolong perbaiki aplikasi ini agar lebih baik lagi karena login email sedikit lambat dan aku juga rekomendasikan serial populer seperti games of throne, motherland fort salem dan yang lain harus ada di aplikasi ini...🙏"
Astrada Psi,1,2022-06-10 09:21:37,"Baru jg download, udh disuruh bayar. Apk apaan ini. Buat tmn2 yg kecewa dgn apk ini, mending download apk sebelah ""L _ _ L _ _"" aja tanpa harus berlangganan & 100% free."
Dede Firmansyah,5,2022-06-10 06:20:57,Tadi ada iklannya kalo sekarang bayar langganannya bisa pake pulsa telkomsel !!
Tanti Rishantika,1,2022-06-10 05:24:05,Baru aja saya daftar dan bayar sebesar 54rb untuk layanan ponsel & tablet stlah itu ga sengaja keluar dan disuruh daftar lagi trus suruh transfer lagi gimna sih ini syaa ga paham
Ayu Saputri,1,2022-06-09 19:58:08,"Sudah selesai daftar tagihan juga sudah bayar,tapi kenapa ttp gk bisa masuk dengan keterangan selesaikan pendaftran kenapa ya??jadi nyesel kan dowload"
IDRUS MOHAMMAD,1,2022-06-09 11:14:41,Waktu di putar lag-lag padahal sebelumnya enggak pernah seperti ini. Tolong diperbaiki
Dian Shanum,5,2022-06-08 12:14:29,Netflix itu bagus banget cuma kalian yg kasih rate 3-1 itu Keknya bocil deh? Apa baru tau Netflix itu berbayar? Buat film aja perlu modal rugi anj kalo ga berbayar ngotak dikit oy orang indo gini amat kalian aja yg mudah di buat ribet hadeh
Rebi Astuti,1,2022-06-08 09:25:05,"Netflix apps.nya gak seperti disneyhotstar yg bisa dibuka2 dulu untuk referensi film apa yg bagus di tonton sebelum kita berlangganan berbayar, mau buka aja harus berlangganan dulu. Baru berlangganannya gak ada yg pertiga-bulan/ enam-bulan dan juga mahal lagi biayanya langganan perbulan.nya 😞😞😞"
Ai Nurina,5,2022-06-08 01:38:41,"Aplikasi bagus,byk film dr berbagai genre,g terlalu menghabiskan kuota,good job kak"
Cia_ editz,3,2022-06-07 10:12:14,"Bagus si bagus, cuma ko premium si?, Dulu kan g premium kok tiba² premium? Dikira orng punya duit semua"
alpen liebe,1,2022-06-06 15:28:57,Saya kira seperti aplikasi lain yang walaupun bukan vip masih bisa memutar film.
Rizky egha ananda,2,2022-06-06 06:22:24,"Emang ya dunia ini gak ada yang gratis mau nonton aja harus bayar lagi, hadehhh mau rating apk nya tinggi jangan sedikit2 bayar dong minimal ada batas nonton baru bayar"
Azura Azura,3,2022-06-06 04:19:46,"Netflix nya aku kenapa ya, ko udah masuk pake akun ,keluar sendiri, terus pas masuk lagi pasti tulisannya sandinya salah, udah coba berkali kali tetep gk bisa, kesel banget sumpah"
Restu Aji,2,2022-06-05 15:16:18,"Halo, untuk pengaturan streaming, akun dan segala macam kenapa tidak bisa langsung di aplikasi saja, kenapa harus masuk web? tidak praktis."
Nursaida Nababan,1,2022-06-05 13:08:46,Baru pertama kalinya download netflix dan pas udah selesai download malah gabisa dibuka. Sedih bgt padahal udah sampe hapus aplikasi yg lain cuma karna netflix
Aprilia Diah,1,2022-06-05 05:04:40,"Mimin, ini netflixku gak bisa dibuka selama semingu gimana nih? Aku udah DM di akun instagram gak direspon, komen di postingan netflix juga gak ada respon, mau membatalkan langganan gak bisa soale aplikasinya gak bisa dibuka😭😭tolong donk min"
TwentyThree,3,2022-06-04 09:16:12,"Berikan pilihan Berbayar & Gratis "" Dengan Iklan ""..."
kali Wungu,1,2022-06-03 16:24:22,"Daftar aja ga bisa2 , payah , semua udah dicoba tetap ga bisa"
Ofa Rizky,1,2022-06-03 14:25:24,"Paket langganan berubah tanpa adanya konfirmasi. Saya hanya berlangganan paket ponsel, tiba-tiba berubah menjadi paket premium tanpa ada konfirmasi sebelumnya."
Rifqi,5,2022-06-03 12:25:58,"Masalah Error Video lag,layar hitam dan sebagainya di perangkat mobile udah Fix. Thanks Netflix"
Jey Tallo,4,2022-06-03 06:52:57,Hay neflix knpa ya yg dri tv gak bisa terbuka padahal dri hp mash bisa di buka
Rabbit& Rabbit,1,2022-06-03 03:09:12,Ini knp mau nonton kok gk bisa d putar padahal udh bayar berlanganan jg kmren2 normal aja tp kok hari ini gk bisa . .. Jaringan udh lancar masa harus pake vpn 🤦‍♂️baru bisa mutar vidio
Tanti Zesika,5,2022-06-03 02:30:53,netflix halo kenapa saya perbarui jadinya malah ga keluar semua nya? loadingnya lama banget???! ini error apa kenapa!!
Nila Suryani,2,2022-06-02 23:29:14,"Sedih bgt kok skrg bayar ya😢 seinget aku dulu sblum hp ku instal ulang smua....aku punya Netflix dan itu sama kayak tetangga"" ada bagian film yg bisa nonton gratis...dan yg bayar dikasih ksmpatan nnton 1 episod dulu..kalo mau lanjut baru bayar/bikin paketnya😢.tapi skrg kok ga kayak dulu lagi sih min😢😢😢tolong di bikin kayak dulu lagi dong min kasih kesempatan buat kita yg ga belum bisa beli buat nnton gratis mskipun film udh kadaluarsa GPP deh😭😭😭."
Kuzon kuza,3,2022-06-02 17:51:27,suka kok sama netflix daripada platfrom nonton yang lain. Tapi ntah kenapa sekarang film nya kurang lengkap. Bahkan ada film yang tayang di beberapa negara aja. Kenapa harus dibikin gitu sih? Kenapa harus dibedain tiap negara? Aneh banget. Kalau emang gabisa kasih sub indo yaudah kali kan nonton pake sub inggris juga masih bisa. Tapi kenapa malah ga muncul pas dicari di pencarian dan harus ke google dulu akhirnya nonton di website. Aneh !
Yogi Tanusoedibjo,3,2022-06-02 13:29:56,Tampilan aplikasi sangat buruk karena ketika ingin menonton kita harus tau judul film yg mau ditonton karna pilihan film yg muncul otomatis dilayar itu sangat sedikit dan bahkan dari semua kategori pilihan film nya itu2 aja jadi bingung kalo kita mau cari2 film yg lain
03KW channel,1,2022-06-02 00:27:58,kayak beli kucing dalam karung...masak belum tau apa yang dijual udah harus membatyar jadi member...seharusnya kita bisa lihat list2 film terlebih dahulu...bila mau nonton baru beli persatuan atau pilih jadi member...yo ogah...mending uninstal aja...
Zameeraiid,4,2022-06-01 17:23:04,"Saya suka nonton dinetflik tapi tolong ditambah lagi untuk bahasanya agar bisa menggunakan dua bahasa, arab dan indonesia dalam setiap filmnya"
Nadiaa Pebri,1,2022-05-31 16:17:06,"Admin tolong dong Netflix dibikin kayak dulu. Bergabung gratis. Saya dah lama ga pakai Netflix, pas pakai lagi saya bingung kok bayar , se tau saya pas baru login boleh masuk trus nonton dan sebelum nonton di kasih iklan 30-1menit. Kalau yang bayar setau saya buat buka beberapa sambungan episode atau untuk memberhentikan iklan bagi yang ga mau ribet ada iklan."
Dewi Anggraeni,5,2022-05-30 14:44:39,Sudah hampir 1 bulan saya pakai netflix biasanya nonton di smartphone atau TV. Bagus pilihan filmnya banyak. Saya berharap bisa ditambah lagi Animenya terutama yg ongoing karena saya suka sekali. Untuk sistem sejauh ini baik Terima kasih
madd ozzie,3,2022-05-30 12:43:48,"Banyak film yang serienya tidak berlanjut , mahal juga biaya langganannya ,belum biaya kuota data juga. Ambrol kantonge"
Rin,1,2022-05-29 22:43:41,"Beda kayak apk nonton lain, apk lain ga harus langganan dan masih bisa nonton film tuh. Mana harga paket langganannya mahal jg. Skip2 mending apk sebelah"
Danang Nurfirdaus,5,2022-05-29 14:18:30,"Mohon untuk device Infinix Note 11 Pro di buka setingan streaming dengan kualitas terbaik! karena saya sudah berlangganan tetapi hanya terbuka kualitas SD dan itu sangat menyebalkan! Betapa tidak serunya saya menonton dengan kualitas buruk, sungguh... saya merasa tidak nyaman akan hal ini! Terima kasih!"
Hoki Playz,1,2022-05-25 02:43:23,"Pembayaran otomatis dari Netflix sendirinya yang tidak saya inginkan, tolong kembalikan uang saya. Saya juga sudah berhenti keanggotaan pada hari Netflix otomatis pembayaran tersebut tapi uang saya tidak ada yang kembali."
pengguna google,1,2022-05-24 14:24:56,Mahal dari streaming manapun. 50ribu sebulan tapi grafiknya gk bisa 720p. Di disney+ grafiknya bisa tinggi dengan biaya murah malah gratis buat pengguna telkomsel
PakeBijiMata,1,2022-05-23 13:09:10,"Harusnya ada pengaturan warna subtitel di aplikasi netfilx di hp maupun di tablet, biar kita bisa sesuaikan warna subtitel, nda gak perlu keluar masuk browser buat ganti warna subtitel, aplikasi gratisan aja bisa nyediain hal sepele seperti itu, ini sekelas netfilx berbayar ngak bisa sedian fitur ganti warna tex secara langsung saat menonton permcuma apknya di update terus tapi gak berkembang 👎"
